Date,Product,Category,Campaign_Type,Platform,Leads,Conversions,Revenue,Spend,Impressions,Clicks,Country,CTR,CPC,CPA,ROI,Conversion_Rate,Segment,Segment_Label,High_ROI
2020-03-26,3-Day Challenge,Skill,Content,Facebook,366,77,150079.3,5091.26,31818,2011,India,0.0632032183041046,2.5317056190949776,66.12025974025974,28.477830635245493,0.0382894082545997,1,High Performers,1
2020-03-26,21-Day Upgrade,Coaching,WhatsApp,Instagram,674,137,33668.36,7371.65,34270,2720,India,0.07936971111759557,2.7101654411764704,53.80766423357664,3.567275982988883,0.05036764705882353,0,High Performers,0
2020-03-26,Mindset Coaching,Coaching,Email,Facebook,796,101,118343.11,8817.59,42523,2580,India,0.06067304752722056,3.417670542635659,87.30287128712871,12.42125342638975,0.03914728682170543,2,High Performers,0
2020-03-26,Spiritual Sessions,Digital,Email,WhatsApp,91,26,34843.3,2624.14,17198,620,India,0.03605070357018258,4.232483870967742,100.92846153846153,12.277988217092078,0.041935483870967745,2,High Performers,0
2020-03-26,1:1 Mentorship,Skill,Content,Instagram,469,97,175857.54,5401.4,47699,1277,India,0.026772049728505838,4.229757243539545,55.684536082474224,31.557770207723927,0.0759592795614722,0,High Performers,1
2020-03-26,Dashboard Templates,Coaching,Influencer,Instagram,38,10,11193.45,114.09,2306,111,India,0.04813529921942758,1.0278378378378379,11.409,97.1107020773074,0.09009009009009009,1,High Performers,1
2020-03-26,Meditation Audio Pack,Physical,Content,Instagram,199,26,31319.17,2154.44,33562,1149,India,0.03423514689231869,1.8750565709312446,82.86307692307693,13.537035146024024,0.022628372497824196,2,High Performers,0
2020-03-26,E-book,Coaching,WhatsApp,Instagram,684,136,96928.95,8589.29,40353,3898,India,0.09659752682576264,2.203512057465367,63.156544117647066,10.28486172896712,0.034889687018984095,1,High Performers,0
2020-03-26,Clothing Brand,Digital,Influencer,WhatsApp,189,29,18305.13,7593.59,29673,1639,India,0.05523539918444377,4.633062843197071,261.84793103448277,1.410602890069124,0.017693715680292862,2,High Performers,0
2020-03-27,5-Min Meditation Club,Digital,Influencer,WhatsApp,656,76,48327.48,5859.45,39559,2364,India,0.05975884122450011,2.4786167512690356,77.09802631578947,7.247784348360343,0.032148900169204735,2,High Performers,0
2020-03-27,3-Day Challenge,Digital,Influencer,Google,725,85,66079.35,12085.93,41545,2784,India,0.06701167408833794,4.341210488505747,142.1874117647059,4.467460923569805,0.0305316091954023,2,High Performers,0
2020-03-27,21-Day Upgrade,Physical,Content,Instagram,28,5,6806.56,514.62,3811,270,India,0.07084754657570191,1.906,102.924,12.22638063036804,0.018518518518518517,2,High Performers,0
2020-03-27,Mindset Coaching,Skill,Ads,Google,329,41,16574.35,2047.45,19343,866,India,0.04477071808923125,2.3642609699769053,49.93780487804878,7.09511831790764,0.04734411085450346,0,High Performers,0
2020-03-27,Spiritual Sessions,Physical,Email,Facebook,422,89,56544.74,3817.17,17646,1224,India,0.06936416184971098,3.1186029411764706,42.889550561797755,13.813262181144669,0.0727124183006536,0,High Performers,0
2020-03-27,1:1 Mentorship,Physical,Content,WhatsApp,416,70,127035.89,8065.3,30855,2066,India,0.06695835358936963,3.9038238141335917,115.21857142857144,14.750919370637174,0.03388189738625363,2,High Performers,1
2020-03-27,Dashboard Templates,Coaching,WhatsApp,Instagram,438,102,88751.12,4342.83,13874,1307,India,0.09420498774686464,3.3227467482785005,42.576764705882354,19.436240884400263,0.07804131599081866,0,High Performers,1
2020-03-27,Meditation Audio Pack,Physical,Content,WhatsApp,326,64,127361.5,4760.46,47940,1704,India,0.03554443053817272,2.7936971830985917,74.3821875,25.754032173361395,0.03755868544600939,1,High Performers,1
2020-03-27,E-book,Physical,Content,WhatsApp,203,35,52419.22,5265.13,24328,1324,India,0.05442288720815521,3.9766842900302115,150.4322857142857,8.95592131628279,0.026435045317220542,2,High Performers,0
2020-03-27,Clothing Brand,Digital,WhatsApp,Google,332,49,44471.22,9045.39,42914,1849,India,0.04308617234468938,4.892044348296376,184.59979591836733,3.9164513636227962,0.02650081124932396,2,High Performers,0
2020-03-28,5-Min Meditation Club,Skill,Email,Google,744,147,220560.83,4858.49,49404,2728,India,0.05521820095538823,1.7809714076246332,33.05095238095238,44.39699165790194,0.053885630498533725,1,High Performers,1
2020-03-28,3-Day Challenge,Physical,Content,Facebook,249,48,85933.88,1328.14,45080,627,India,0.013908606921029281,2.118245614035088,27.669583333333335,63.70242594907163,0.07655502392344497,1,High Performers,1
2020-03-28,21-Day Upgrade,Coaching,Influencer,Instagram,208,44,14767.42,3853.4,19711,783,India,0.039724011973009996,4.9213282247765004,87.57727272727273,2.832309129599834,0.0561941251596424,0,High Performers,0
2020-03-28,Mindset Coaching,Physical,Ads,YouTube,139,39,47818.29,1982.88,20778,524,India,0.025218981615169892,3.78412213740458,50.84307692307693,23.115574316146212,0.07442748091603053,0,High Performers,1
2020-03-28,Spiritual Sessions,Skill,Influencer,YouTube,126,33,48709.31,991.3,17538,641,India,0.036549207435283386,1.5464898595943837,30.03939393939394,48.13680016140422,0.0514820592823713,1,High Performers,1
2020-03-28,1:1 Mentorship,Physical,Influencer,WhatsApp,170,37,7745.31,1278.63,20190,964,India,0.04774640911342248,1.3263796680497926,34.557567567567574,5.0575068628141056,0.038381742738589214,1,High Performers,0
2020-03-28,Dashboard Templates,Digital,Ads,Google,12,1,249.71,250.06,3368,55,India,0.016330166270783847,4.546545454545455,250.06,-0.0013996640806206283,0.01818181818181818,2,Low Performers,0
2020-03-28,Meditation Audio Pack,Digital,WhatsApp,WhatsApp,276,73,47483.03,3118.02,29312,702,India,0.02394923580786026,4.441623931623932,42.71260273972603,14.228584165592268,0.10398860398860399,0,High Performers,0
2020-03-28,E-book,Coaching,Email,Google,532,76,26875.53,5617.92,28236,1609,India,0.056983992066865,3.4915599751398383,73.92,3.7838933270676693,0.04723430702299565,0,High Performers,0
2020-03-28,Clothing Brand,Physical,WhatsApp,WhatsApp,127,37,10135.1,3526.56,40734,914,India,0.022438257966318063,3.8583807439824946,95.31243243243243,1.8739338051812533,0.04048140043763676,2,High Performers,0
2020-03-29,5-Min Meditation Club,Coaching,Content,YouTube,71,20,29055.07,2884.36,38945,664,India,0.017049685453845165,4.343915662650603,144.21800000000002,9.073316090917915,0.030120481927710843,2,High Performers,0
2020-03-29,3-Day Challenge,Coaching,Content,Facebook,127,26,36097.24,2812.76,30305,729,India,0.024055436396634218,3.8583813443072703,108.18307692307692,11.83338784681238,0.03566529492455418,2,High Performers,0
2020-03-29,21-Day Upgrade,Coaching,Content,Facebook,515,94,79030.58,3621.49,30375,1819,India,0.05988477366255144,1.9909235843870257,38.526489361702126,20.822669674636682,0.05167674546454096,1,High Performers,1
2020-03-29,Mindset Coaching,Digital,Ads,Facebook,16,4,4214.05,560.75,10435,147,India,0.014087206516530906,3.814625850340136,140.1875,6.515024520731164,0.027210884353741496,2,High Performers,0
2020-03-29,Spiritual Sessions,Physical,Ads,WhatsApp,297,68,129775.44,1483.14,30222,1244,India,0.041162067368142416,1.192234726688103,21.810882352941178,86.50046522917593,0.05466237942122187,1,High Performers,1
2020-03-29,1:1 Mentorship,Physical,Ads,Instagram,177,35,50089.72,1477.71,41158,468,India,0.011370814908401769,3.1575,42.220285714285716,32.89685391585629,0.07478632478632478,0,High Performers,1
2020-03-29,Dashboard Templates,Coaching,WhatsApp,Google,605,142,61244.69,5862.37,26471,1780,India,0.06724339843602432,3.2934662921348314,41.28429577464789,9.447087099586003,0.07977528089887641,0,High Performers,0
2020-03-29,Meditation Audio Pack,Skill,Ads,Facebook,680,191,62046.42,3124.1,39155,1752,India,0.04474524326395096,1.783162100456621,16.3565445026178,18.860574245382672,0.10901826484018265,1,High Performers,1
2020-03-29,E-book,Digital,Ads,Google,370,85,121286.89,4691.77,28122,1846,India,0.06564255742834792,2.5415872156013,55.19729411764706,24.850988006658465,0.04604550379198267,1,High Performers,1
2020-03-29,Clothing Brand,Coaching,Influencer,Facebook,716,121,32734.78,11040.57,42576,2326,India,0.05463171739947388,4.746590713671539,91.24438016528926,1.964953802204053,0.052020636285468616,0,High Performers,0
2020-03-30,5-Min Meditation Club,Physical,Ads,Instagram,382,81,122874.24,5560.12,28384,1683,India,0.05929396843291995,3.30369578134284,68.64345679012345,21.09920649194622,0.0481283422459893,0,High Performers,1
2020-03-30,3-Day Challenge,Coaching,WhatsApp,Instagram,553,150,232735.19,3965.33,35911,1460,India,0.04065606638634402,2.7159794520547944,26.435533333333332,57.692514872658776,0.10273972602739725,1,High Performers,1
2020-03-30,21-Day Upgrade,Physical,Email,Facebook,684,121,45976.71,6023.99,47352,2750,India,0.05807568846088866,2.190541818181818,49.78504132231405,6.632268645864286,0.044,1,High Performers,0
2020-03-30,Mindset Coaching,Digital,Influencer,Facebook,149,43,45947.12,2683.93,8400,724,India,0.08619047619047619,3.7070856353591157,62.416976744186044,16.119343649051952,0.05939226519337017,0,High Performers,1
2020-03-30,Spiritual Sessions,Coaching,Influencer,YouTube,456,114,184829.64,6307.8,38259,1514,India,0.039572388196241405,4.1663143989431966,55.33157894736842,28.30175972605346,0.07529722589167767,0,High Performers,1
2020-03-30,1:1 Mentorship,Digital,Email,Instagram,91,17,14138.0,1565.48,22689,344,India,0.015161532019921547,4.5508139534883725,92.08705882352942,8.031095893911132,0.04941860465116279,0,High Performers,0
2020-03-30,Dashboard Templates,Coaching,Ads,Google,756,202,121328.79,5681.87,24625,2101,India,0.08531979695431471,2.70436458829129,28.128069306930694,20.353672294508673,0.09614469300333174,0,High Performers,1
2020-03-30,Meditation Audio Pack,Digital,Email,Instagram,118,17,29812.04,1546.23,20065,465,India,0.02317468228258161,3.325225806451613,90.95470588235294,18.28046927041902,0.03655913978494624,2,High Performers,1
2020-03-30,E-book,Digital,WhatsApp,YouTube,1328,232,370936.55,5434.73,41262,4074,India,0.098734913479715,1.3340034364261166,23.425560344827584,67.25298588890341,0.05694648993618066,1,High Performers,1
2020-03-30,Clothing Brand,Physical,Influencer,Instagram,144,14,4218.84,1675.92,29178,583,India,0.01998080745767359,2.874648370497427,119.70857142857143,1.517327796076185,0.024013722126929673,2,High Performers,0
2020-03-31,5-Min Meditation Club,Physical,Content,Facebook,931,272,194284.64,8468.25,43918,3388,India,0.0771437679311444,2.49948347107438,31.13327205882353,21.94271425619225,0.08028335301062574,0,High Performers,1
2020-03-31,3-Day Challenge,Skill,Email,Facebook,13,1,1149.86,155.2,3105,34,India,0.010950080515297906,4.564705882352941,155.2,6.408891752577319,0.029411764705882353,2,High Performers,0
2020-03-31,21-Day Upgrade,Coaching,Influencer,Google,238,31,22632.76,3635.51,26826,1947,India,0.07257884142250055,1.8672367745249103,117.27451612903226,5.22547042918325,0.015921931176168466,2,High Performers,0
2020-03-31,Mindset Coaching,Physical,Email,Facebook,574,167,151993.25,1887.82,20087,1533,India,0.07631801662766964,1.2314546640574038,11.304311377245508,79.5125753514636,0.10893672537508153,1,High Performers,1
2020-03-31,Spiritual Sessions,Coaching,Content,WhatsApp,227,40,27147.53,1486.12,30703,775,India,0.02524183304563072,1.917574193548387,37.153,17.267387559551047,0.05161290322580645,1,High Performers,1
2020-03-31,1:1 Mentorship,Physical,Influencer,Facebook,117,18,23130.13,2840.54,21159,1074,India,0.050758542464199634,2.6448230912476722,157.80777777777777,7.142863680849416,0.01675977653631285,2,High Performers,0
2020-03-31,Dashboard Templates,Digital,Ads,Google,227,41,76035.23,1978.17,35349,595,India,0.016832159325582054,3.3246554621848743,48.24804878048781,37.43715656389491,0.06890756302521009,0,High Performers,1
2020-03-31,Meditation Audio Pack,Skill,Influencer,YouTube,169,43,84861.14,2214.48,30548,758,India,0.02481340840644232,2.921477572559367,51.49953488372093,37.321023445684766,0.05672823218997362,1,High Performers,1
2020-03-31,E-book,Skill,Content,Facebook,81,17,4526.75,293.45,5158,234,India,0.045366421093447074,1.254059829059829,17.261764705882353,14.425966944965072,0.07264957264957266,1,High Performers,0
2020-03-31,Clothing Brand,Skill,Influencer,Facebook,216,44,81122.73,2811.75,41943,703,India,0.016760842095224472,3.9996443812233284,63.90340909090909,27.85133102160576,0.06258890469416785,0,High Performers,1
2020-04-01,5-Min Meditation Club,Coaching,Influencer,WhatsApp,198,29,18925.3,1694.59,11916,931,India,0.07813024504867405,1.8201825993555316,58.43413793103448,10.168070152662295,0.031149301825993556,1,High Performers,0
2020-04-01,3-Day Challenge,Digital,Ads,Google,668,73,17515.08,4238.59,22949,2043,India,0.08902348686217264,2.0746891825746454,58.062876712328766,3.132289275443013,0.03573176700930005,1,High Performers,0
2020-04-01,21-Day Upgrade,Coaching,Influencer,Facebook,383,112,182030.48,1506.59,29538,1113,India,0.037680276254316476,1.3536298292902065,13.451696428571427,119.82283833026904,0.10062893081761007,1,High Performers,1
2020-04-01,Mindset Coaching,Digital,Ads,Google,158,20,16621.15,1022.2,13173,966,India,0.07333181507629241,1.058178053830228,51.11,15.260174134220309,0.020703933747412008,1,High Performers,1
2020-04-01,Spiritual Sessions,Skill,Content,Facebook,117,30,39592.68,1197.4,11209,463,India,0.041306093317869566,2.5861771058315335,39.913333333333334,32.06554200768331,0.06479481641468683,1,High Performers,1
2020-04-01,1:1 Mentorship,Digital,Influencer,YouTube,339,67,68771.77,1825.61,38660,898,India,0.023228142783238488,2.0329732739420936,27.247910447761193,36.67057038469334,0.07461024498886415,1,High Performers,1
2020-04-01,Dashboard Templates,Physical,WhatsApp,WhatsApp,41,6,6169.29,478.66,5300,152,India,0.028679245283018868,3.1490789473684213,79.77666666666667,11.888668365854677,0.039473684210526314,2,High Performers,0
2020-04-01,Meditation Audio Pack,Coaching,Ads,Google,753,206,402029.32,10324.56,46415,3373,India,0.07267047290746526,3.060942780907204,50.11922330097087,37.939123798011735,0.0610732285798992,0,High Performers,1
2020-04-01,E-book,Coaching,Content,WhatsApp,426,72,85513.5,2361.52,24954,2095,India,0.08395447623627475,1.127217183770883,32.79888888888889,35.21121142315119,0.03436754176610979,1,High Performers,1
2020-04-01,Clothing Brand,Skill,Content,Google,247,41,15011.05,4090.25,19777,1789,India,0.09045861354098195,2.2863331470095023,99.76219512195122,2.6699590489578875,0.022917831190609278,2,High Performers,0
2020-04-02,5-Min Meditation Club,Physical,Ads,WhatsApp,89,24,30602.41,1190.88,20262,890,India,0.043924587898529266,1.3380674157303372,49.620000000000005,24.697307873169418,0.02696629213483146,1,High Performers,1
2020-04-02,3-Day Challenge,Skill,WhatsApp,WhatsApp,166,18,7912.99,840.02,9150,528,India,0.057704918032786885,1.5909469696969696,46.66777777777778,8.420001904716553,0.03409090909090909,1,High Performers,0
2020-04-02,21-Day Upgrade,Physical,Ads,Instagram,761,136,207716.79,5240.71,41940,3692,India,0.08803051979017644,1.4194772481040088,38.53463235294117,38.63523835510838,0.03683640303358613,1,High Performers,1
2020-04-02,Mindset Coaching,Digital,WhatsApp,Instagram,145,21,22116.06,1321.04,30926,557,India,0.018010735303628015,2.371705565529623,62.906666666666666,15.741400714588506,0.03770197486535009,1,High Performers,1
2020-04-02,Spiritual Sessions,Digital,Content,Facebook,557,117,142274.97,5805.56,27734,1735,India,0.06255859234153026,3.34614409221902,49.620170940170944,23.506674636038554,0.06743515850144093,0,High Performers,1
2020-04-02,1:1 Mentorship,Coaching,Influencer,Facebook,371,63,81294.86,6781.05,20123,1371,India,0.06813099438453511,4.946061269146608,107.63571428571429,10.988535698748718,0.045951859956236324,2,High Performers,0
2020-04-02,Dashboard Templates,Skill,Content,Google,12,1,512.07,177.65,2605,83,India,0.031861804222648754,2.1403614457831326,177.65,1.8824655220940054,0.012048192771084338,2,High Performers,0
2020-04-02,Meditation Audio Pack,Skill,Email,Instagram,92,27,33393.52,1375.93,25818,300,India,0.011619800139437602,4.586433333333334,50.96037037037037,23.269781166193045,0.09,0,High Performers,1
2020-04-02,E-book,Skill,Influencer,WhatsApp,363,103,126576.99,3904.73,47685,1210,India,0.025374855824682813,3.2270495867768596,37.910000000000004,31.416323279714604,0.08512396694214876,0,High Performers,1
2020-04-02,Clothing Brand,Coaching,Ads,Facebook,227,31,35765.07,2860.12,7469,725,India,0.09706788057303521,3.944993103448276,92.26193548387097,11.504744556172467,0.04275862068965517,2,High Performers,0
2020-04-03,5-Min Meditation Club,Digital,Influencer,YouTube,16,3,2417.66,83.3,2917,69,India,0.023654439492629412,1.2072463768115942,27.766666666666666,28.023529411764702,0.043478260869565216,1,High Performers,1
2020-04-03,3-Day Challenge,Coaching,WhatsApp,Google,27,3,614.64,139.98,3219,90,India,0.027958993476234855,1.5553333333333332,46.66,3.390912987569653,0.03333333333333333,1,High Performers,0
2020-04-03,21-Day Upgrade,Skill,Content,YouTube,203,50,93964.43,1509.32,29253,573,India,0.019587734591323968,2.634066317626527,30.1864,61.25613521320859,0.08726003490401396,1,High Performers,1
2020-04-03,Mindset Coaching,Skill,Content,Facebook,333,81,130144.81,1052.87,20019,883,India,0.04410809730755782,1.1923782559456397,12.998395061728393,122.60957193195743,0.09173272933182333,1,High Performers,1
2020-04-03,Spiritual Sessions,Physical,Content,Facebook,116,30,34245.53,2851.75,31523,779,India,0.024712114963677315,3.660783055198973,95.05833333333334,11.008601735776278,0.038510911424903725,2,High Performers,0
2020-04-03,1:1 Mentorship,Digital,Content,Instagram,288,54,55772.48,2096.5,18449,836,India,0.04531410916580844,2.507775119617225,38.824074074074076,25.60266157882185,0.0645933014354067,1,High Performers,1
2020-04-03,Dashboard Templates,Skill,WhatsApp,Google,183,37,22653.09,1067.64,20096,843,India,0.04194864649681529,1.2664768683274024,28.85513513513514,20.217910531639877,0.04389086595492289,1,High Performers,1
2020-04-03,Meditation Audio Pack,Digital,WhatsApp,WhatsApp,749,99,108084.49,10979.3,32110,2432,India,0.0757396449704142,4.514514802631578,110.9020202020202,8.844388075742534,0.04070723684210526,2,High Performers,0
2020-04-03,E-book,Digital,Ads,Facebook,285,72,40908.98,1440.42,11789,916,India,0.07769955042836542,1.5725109170305678,20.005833333333335,27.400730342538985,0.07860262008733625,1,High Performers,1
2020-04-03,Clothing Brand,Physical,Influencer,Facebook,486,100,102260.04,9349.32,47714,3717,India,0.07790166408182085,2.5152865213882163,93.4932,9.937698142752629,0.026903416733925208,2,High Performers,0
2020-04-04,5-Min Meditation Club,Digital,WhatsApp,Google,238,24,29229.96,2440.12,15382,719,India,0.04674294630087115,3.3937691237830316,101.67166666666667,10.97890267691753,0.03337969401947149,2,High Performers,0
2020-04-04,3-Day Challenge,Digital,WhatsApp,WhatsApp,1174,197,189607.45,5783.58,35884,3029,India,0.08441087950061309,1.9094024430505117,29.358274111675126,31.783751586387673,0.06503796632551997,1,High Performers,1
2020-04-04,21-Day Upgrade,Physical,Email,WhatsApp,181,40,70792.92,771.08,11457,719,India,0.06275639347124029,1.0724339360222532,19.277,90.81008455672563,0.055632823365785816,1,High Performers,1
2020-04-04,Mindset Coaching,Digital,Content,Google,447,107,132393.14,1912.87,16343,1188,India,0.07269167227559199,1.6101599326599325,17.877289719626166,68.21178125016338,0.09006734006734007,1,High Performers,1
2020-04-04,Spiritual Sessions,Digital,Email,Instagram,279,78,48721.21,1182.56,40964,793,India,0.019358461087784395,1.49124842370744,15.16102564102564,40.199778446759574,0.09836065573770492,1,High Performers,1
2020-04-04,1:1 Mentorship,Coaching,Ads,WhatsApp,831,181,54041.34,8442.23,36840,3252,India,0.08827361563517916,2.596011685116851,46.64215469613259,5.401311028010372,0.05565805658056581,0,High Performers,0
2020-04-04,Dashboard Templates,Digital,Ads,Google,83,14,25980.36,1319.68,40224,419,India,0.010416666666666666,3.1495942720763725,94.26285714285714,18.686863482056257,0.03341288782816229,2,High Performers,1
2020-04-04,Meditation Audio Pack,Physical,Influencer,Instagram,257,72,89261.1,4679.34,37368,2348,India,0.06283451081138942,1.9929045996592845,64.99083333333334,18.075574760543155,0.030664395229982964,1,High Performers,1
2020-04-04,E-book,Physical,Content,Instagram,687,70,36432.53,8674.95,38148,2374,India,0.06223130963615393,3.654149115417018,123.92785714285715,3.1997394797664533,0.02948609941027801,2,High Performers,0
2020-04-04,Clothing Brand,Coaching,WhatsApp,Google,225,67,85203.43,5409.79,38011,1798,India,0.04730209676146379,3.008781979977753,80.74313432835821,14.749859051830107,0.03726362625139043,2,High Performers,1
2020-04-05,5-Min Meditation Club,Physical,WhatsApp,YouTube,509,70,73480.44,3613.96,34719,3153,India,0.09081482761600276,1.146197272438947,51.628,19.33238884769062,0.022201078338090707,1,High Performers,1
2020-04-05,3-Day Challenge,Digital,WhatsApp,WhatsApp,650,133,122542.68,7612.21,34536,2755,India,0.07977183229094278,2.7630526315789474,57.23466165413534,15.098173854898905,0.04827586206896552,0,High Performers,1
2020-04-05,21-Day Upgrade,Skill,Email,YouTube,269,41,38364.58,4537.94,13342,1269,India,0.09511317643531704,3.575996847911741,110.68146341463414,7.454184057083171,0.03230890464933018,2,High Performers,0
2020-04-05,Mindset Coaching,Coaching,Content,Facebook,156,22,31006.95,2778.69,20846,1444,India,0.06926988391058236,1.9243005540166205,126.30409090909092,10.158837437785431,0.015235457063711912,2,High Performers,0
2020-04-05,Spiritual Sessions,Physical,WhatsApp,WhatsApp,185,45,89087.03,2925.33,7722,693,India,0.08974358974358974,4.221255411255411,65.00733333333334,29.453668475009657,0.06493506493506493,0,High Performers,1
2020-04-05,1:1 Mentorship,Coaching,Influencer,Google,212,34,45554.34,1288.4,42124,956,India,0.022694900769157724,1.3476987447698745,37.89411764705883,34.35729587084756,0.03556485355648536,1,High Performers,1
2020-04-05,Dashboard Templates,Physical,WhatsApp,YouTube,152,28,46799.16,2532.16,21079,554,India,0.02628208169267992,4.570685920577617,90.4342857142857,17.481912675344372,0.05054151624548736,0,High Performers,1
2020-04-05,Meditation Audio Pack,Digital,Content,YouTube,200,30,28108.23,2524.54,16358,722,India,0.04413742511309451,3.4965927977839333,84.15133333333333,10.134000649623298,0.04155124653739612,2,High Performers,0
2020-04-05,E-book,Skill,Content,YouTube,94,24,29241.55,349.67,8083,240,India,0.029691946059631324,1.4569583333333334,14.569583333333334,82.62613321131353,0.1,1,High Performers,1
2020-04-05,Clothing Brand,Digital,WhatsApp,WhatsApp,668,160,94790.65,5410.94,36954,2073,India,0.05609676895599935,2.6101977809937287,33.818374999999996,16.51833322860723,0.07718282682103232,0,High Performers,1
2020-04-06,5-Min Meditation Club,Digital,Email,Instagram,1186,280,322949.49,16560.7,42401,3860,India,0.09103558878328341,4.290336787564767,59.145357142857144,18.500956481308155,0.07253886010362694,0,High Performers,1
2020-04-06,3-Day Challenge,Digital,Influencer,Google,115,22,8620.52,2029.66,32653,523,India,0.016016905031696935,3.880803059273423,92.25727272727273,3.2472729422661923,0.04206500956022945,2,High Performers,0
2020-04-06,21-Day Upgrade,Digital,Influencer,Instagram,453,68,74099.12,5012.46,41760,1419,India,0.033979885057471265,3.5323890063424948,73.71264705882353,13.782984801873729,0.04792107117688513,0,High Performers,0
2020-04-06,Mindset Coaching,Coaching,WhatsApp,Facebook,564,104,200255.01,4115.99,36737,1704,India,0.04638375479761548,2.4154870892018776,39.57682692307692,47.652938904127566,0.06103286384976526,1,High Performers,1
2020-04-06,Spiritual Sessions,Skill,WhatsApp,YouTube,119,31,57285.66,2737.78,12555,996,India,0.07933094384707289,2.7487751004016068,88.31548387096775,19.924128308337412,0.03112449799196787,2,High Performers,1
2020-04-06,1:1 Mentorship,Skill,WhatsApp,WhatsApp,325,63,73818.17,4814.38,24150,2315,India,0.09585921325051759,2.0796457883369333,76.41873015873016,14.332850751290923,0.027213822894168467,2,High Performers,0
2020-04-06,Dashboard Templates,Coaching,Content,Instagram,561,73,76914.78,5072.32,16850,1452,India,0.08617210682492582,3.493333333333333,69.48383561643836,14.163629266292347,0.05027548209366391,0,High Performers,0
2020-04-06,Meditation Audio Pack,Physical,Email,Google,718,137,46576.93,3351.9,35008,2571,India,0.07344035648994515,1.3037339556592766,24.466423357664233,12.895680062054357,0.053286658887592375,1,High Performers,0
2020-04-06,E-book,Coaching,Ads,Instagram,28,4,7727.11,926.31,20933,219,India,0.01046195003105145,4.22972602739726,231.5775,7.341818613639062,0.0182648401826484,2,High Performers,0
2020-04-06,Clothing Brand,Coaching,Influencer,Instagram,211,61,82356.64,6764.3,29470,1677,India,0.05690532745164574,4.033571854502087,110.89016393442623,11.175190337507207,0.03637447823494335,2,High Performers,0
2020-04-07,5-Min Meditation Club,Coaching,Ads,Facebook,107,25,31471.87,1100.18,12918,935,India,0.0723796253289983,1.1766631016042781,44.007200000000005,27.606109909287568,0.026737967914438502,1,High Performers,1
2020-04-07,3-Day Challenge,Digital,WhatsApp,Facebook,209,50,93195.66,4153.28,20541,1897,India,0.09235188160264836,2.189393779652082,83.06559999999999,21.439050581708916,0.02635740643120717,1,High Performers,1
2020-04-07,21-Day Upgrade,Digital,WhatsApp,WhatsApp,69,13,17682.39,1841.48,7737,596,India,0.07703244151479902,3.0897315436241612,141.6523076923077,8.602270999413514,0.02181208053691275,2,High Performers,0
2020-04-07,Mindset Coaching,Skill,Content,WhatsApp,621,127,117865.37,4699.02,31907,1700,India,0.05327984454821826,2.764129411764706,37.00015748031496,24.08296836361624,0.07470588235294118,0,High Performers,1
2020-04-07,Spiritual Sessions,Skill,WhatsApp,YouTube,181,50,30966.35,2185.44,16317,631,India,0.0386713243856101,3.4634548335974644,43.708800000000004,13.169389230543963,0.07923930269413629,0,High Performers,0
